Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Quarter,Daily_Return_%,MA_30,Volatility_30
2010-12-07,6.098,6.48,6.01,6.312,6.312,6556500,2010,12,4,4.124051468162326,5.7022,1.0073391854200673
2010-12-08,6.496,6.498,6.304,6.474,6.474,3300000,2010,12,4,2.5665399239543696,5.7756,0.979370156502781
2010-12-09,6.502,6.544,6.33,6.41,6.41,2030000,2010,12,4,-0.9885696632684571,5.849266666666666,0.9390559431513239
2010-12-10,6.41,6.584,6.226,6.304,6.304,2147000,2010,12,4,-1.6536661466458602,5.918133333333333,0.8913623719682844
2010-12-13,6.328,6.354,6.08,6.11,6.11,2052000,2010,12,4,-3.077411167512689,5.9762,0.8422880742358916
2010-12-14,6.058,6.078,5.552,5.706,5.706,8828500,2010,12,4,-6.612111292962353,6.023666666666667,0.781447125015768
2010-12-15,5.734,5.994,5.706,5.92,5.92,3714500,2010,12,4,3.7504381352961635,6.079333333333334,0.7066438079148327
2010-12-16,6.0,6.182,5.93,6.162,6.162,3950500,2010,12,4,4.087837837837838,6.1396,0.6270377869051466
2010-12-17,6.268,6.308,6.142,6.272,6.272,4065000,2010,12,4,1.785134696527102,6.182666666666667,0.5877875134090107
2010-12-20,6.328,6.438,6.252,6.34,6.34,2617000,2010,12,4,1.0841836734693855,6.231066666666667,0.5349072064762614
2010-12-21,6.36,6.538,6.342,6.452,6.452,3888500,2010,12,4,1.766561514195586,6.2796,0.4824650496543135
2010-12-22,6.45,6.572,6.34,6.526,6.526,4166500,2010,12,4,1.146931184128941,6.332933333333333,0.41078351823141973
2010-12-23,6.252,6.496,5.984,6.018,6.018,7763000,2010,12,4,-7.784247624885077,6.3378,0.4059710708225847
2010-12-27,5.604,5.716,5.012,5.11,5.11,46509500,2010,12,4,-15.08806912595546,6.3212,0.4451338737023388
2010-12-28,5.17,5.35,5.0,5.282,5.282,20281500,2010,12,4,3.365949119373779,6.298333333333333,0.4801465532977263
2010-12-29,5.406,5.602,5.3,5.546,5.546,16596000,2010,12,4,4.998106777735711,6.277866666666667,0.49896387356846267
2010-12-30,5.54,5.58,5.276,5.3,5.3,10205500,2010,12,4,-4.435629282365672,6.256733333333333,0.5266865804470401
2010-12-31,5.314,5.45,5.3,5.326,5.326,7089500,2010,12,4,0.49056603773585117,6.237666666666667,0.5499602702473902
2011-01-03,5.368,5.4,5.18,5.324,5.324,6415000,2011,1,1,-0.037551633496057946,6.215866666666667,0.5730840784034642
2011-01-04,5.332,5.39,5.204,5.334,5.334,5937000,2011,1,1,0.18782870022540088,6.1870666666666665,0.5952925060977162
2011-01-05,5.296,5.38,5.238,5.366,5.366,7233500,2011,1,1,0.5999250093738251,6.143266666666666,0.6060168390361853
2011-01-06,5.366,5.6,5.362,5.576,5.576,10306000,2011,1,1,3.91352963101006,6.098666666666667,0.5964990582027677
2011-01-07,5.6,5.716,5.58,5.648,5.648,11239500,2011,1,1,1.2912482065997155,6.050466666666667,0.5711826046161587
2011-01-10,5.634,5.736,5.61,5.69,5.69,6713500,2011,1,1,0.7436260623229662,6.004666666666667,0.5414219677169034
2011-01-11,5.718,5.742,5.384,5.392,5.392,8551000,2011,1,1,-5.237258347978912,5.955533333333333,0.527258278222381
2011-01-12,5.402,5.48,5.304,5.392,5.392,4822000,2011,1,1,0.0,5.899733333333333,0.4931622754074606
2011-01-13,5.392,5.394,5.232,5.244,5.244,3618000,2011,1,1,-2.74480712166173,5.845533333333333,0.47173566044273096
2011-01-14,5.23,5.316,5.122,5.15,5.15,5960000,2011,1,1,-1.7925247902364494,5.801533333333333,0.4730396741641649
2011-01-18,5.096,5.128,4.95,5.128,5.128,8108500,2011,1,1,-0.4271844660194257,5.762533333333333,0.4788912289814965
2011-01-19,5.054,5.094,4.75,4.806,4.806,11857500,2011,1,1,-6.279251170046807,5.720666666666667,0.5059459786709831
2011-01-20,4.806,4.89,4.474,4.524,4.524,11399500,2011,1,1,-5.867665418227219,5.661066666666667,0.5381715489432337
2011-01-21,4.624,4.718,4.542,4.608,4.608,6085000,2011,1,1,1.8567639257294433,5.598866666666667,0.5487054817906702
2011-01-24,4.706,4.962,4.646,4.898,4.898,8225500,2011,1,1,6.29340277777779,5.548466666666667,0.5410183713709956
2011-01-25,4.93,4.978,4.804,4.936,4.936,6357500,2011,1,1,0.7758268681094416,5.502866666666667,0.5327297777409846
2011-01-26,4.942,4.976,4.82,4.95,4.95,5399500,2011,1,1,0.2836304700162051,5.4642,0.5292293290801496
2011-01-27,4.948,5.016,4.906,4.984,4.984,4478500,2011,1,1,0.6868686868686913,5.440133333333334,0.5342469875237159
2011-01-28,4.976,4.976,4.75,4.802,4.802,5242000,2011,1,1,-3.6516853932584303,5.402866666666666,0.5385950262477877
2011-01-31,4.81,4.824,4.7,4.82,4.82,4151500,2011,1,1,0.3748438150770639,5.358133333333333,0.5290157245126211
2011-02-01,4.862,4.946,4.708,4.782,4.782,3539000,2011,2,1,-0.7883817427385975,5.308466666666666,0.5098561482948176
2011-02-02,4.832,4.836,4.734,4.788,4.788,2847500,2011,2,1,0.12547051442910462,5.256733333333333,0.4794098335513686
2011-02-03,4.764,4.78,4.63,4.726,4.726,2560000,2011,2,1,-1.294903926482882,5.1992,0.43227117925417685
2011-02-04,4.688,4.734,4.644,4.692,4.692,2720000,2011,2,1,-0.7194244604316502,5.138066666666666,0.3621596079205945
2011-02-07,4.652,4.652,4.576,4.614,4.614,4475500,2011,2,1,-1.662404092071612,5.091266666666667,0.3341630753382895
2011-02-08,4.756,5.05,4.6,4.898,4.898,17524500,2011,2,1,6.155179887299522,5.084199999999999,0.33598988080000725
2011-02-09,4.826,4.836,4.558,4.642,4.642,13178000,2011,2,1,-5.22662311147406,5.062866666666666,0.3432376007588848
2011-02-10,4.652,4.728,4.562,4.644,4.644,4180500,2011,2,1,0.04308487720809939,5.032799999999999,0.33893651119448975
2011-02-11,4.65,4.75,4.588,4.65,4.65,3172500,2011,2,1,0.12919896640828377,5.011133333333333,0.3420283042666834
2011-02-14,4.728,4.828,4.61,4.616,4.616,6415500,2011,2,1,-0.731182795698937,4.987466666666667,0.3440480853855663
2011-02-15,4.602,4.634,4.512,4.568,4.568,4768500,2011,2,1,-1.0398613518197597,4.962266666666666,0.34622844096540645
2011-02-16,4.62,4.994,4.614,4.946,4.946,20575500,2011,2,1,8.274956217162877,4.949333333333333,0.3390356845559202
2011-02-17,4.926,5.098,4.71,4.72,4.72,13092000,2011,2,1,-4.5693489688637285,4.9278,0.3321031622023948
2011-02-18,4.666,4.698,4.592,4.636,4.636,11853500,2011,2,1,-1.7796610169491411,4.896466666666666,0.3126093445481965
2011-02-22,4.576,4.6,4.356,4.374,4.374,10323000,2011,2,1,-5.651423641069897,4.854,0.2929093069005625
2011-02-23,4.436,4.5,4.222,4.366,4.366,8028000,2011,2,1,-0.18289894833104503,4.809866666666666,0.26056275084217057
2011-02-24,4.356,4.516,4.3,4.506,4.506,5276500,2011,2,1,3.2065964269354152,4.780333333333333,0.2418452530788723
2011-02-25,4.562,4.77,4.538,4.722,4.722,6731500,2011,2,1,4.793608521970705,4.758,0.21257761260140365
2011-02-28,4.748,4.82,4.7,4.778,4.778,5256000,2011,2,1,1.1859381617958409,4.742466666666667,0.1918560403789443
2011-03-01,4.81,4.864,4.74,4.788,4.788,5532000,2011,3,1,0.20929259104229825,4.7304,0.17607553238156134
2011-03-02,4.764,4.856,4.746,4.804,4.804,3316500,2011,3,1,0.3341687552213868,4.719600000000001,0.16005464584064513
2011-03-03,4.896,4.958,4.812,4.872,4.872,3201000,2011,3,1,1.4154870940882525,4.7218,0.16172803906772504
2011-03-04,4.896,4.998,4.756,4.99,4.99,7900500,2011,3,1,2.4220032840722494,4.737333333333334,0.16443116856424858
2011-03-07,4.986,5.08,4.94,4.988,4.988,10168000,2011,3,1,-0.04008016032063244,4.75,0.16870541556625096
2011-03-08,4.92,4.992,4.8,4.932,4.932,6999500,2011,3,1,-1.122694466720131,4.751133333333333,0.16984429651146193
2011-03-09,4.932,4.998,4.854,4.944,4.944,4624000,2011,3,1,0.24330900243307862,4.7514,0.17015056212985483
2011-03-10,4.888,4.898,4.746,4.802,4.802,5085000,2011,3,1,-2.8721682847896557,4.746466666666667,0.16629569288248708
2011-03-11,4.77,4.85,4.706,4.814,4.814,4654000,2011,3,1,0.2498958767180426,4.740799999999999,0.16072559609900777
2011-03-14,4.764,4.8,4.64,4.65,4.65,5830000,2011,3,1,-3.4067303697548734,4.735733333333333,0.16112512450616906
2011-03-15,4.44,4.592,4.36,4.59,4.59,6594000,2011,3,1,-1.2903225806451757,4.728066666666667,0.1624438222965123
2011-03-16,4.572,4.65,4.538,4.564,4.564,5848500,2011,3,1,-0.5664488017429137,4.7208,0.16480676249935627
2011-03-17,4.648,4.686,4.528,4.562,4.562,4613000,2011,3,1,-0.04382120946537782,4.713266666666667,0.16678252065310759
2011-03-18,4.638,4.638,4.502,4.592,4.592,3439500,2011,3,1,0.6576063130205867,4.708799999999999,0.16821792105931874
2011-03-21,4.61,4.61,4.508,4.546,4.546,2058500,2011,3,1,-1.001742160278729,4.703933333333334,0.17081264859354578
2011-03-22,4.546,4.572,4.4,4.438,4.438,2914500,2011,3,1,-2.375714914210303,4.698066666666667,0.17692116563762691
2011-03-23,4.422,4.454,4.354,4.442,4.442,2114000,2011,3,1,0.09013068949978997,4.682866666666667,0.17873091570818664
2011-03-24,4.428,4.476,4.396,4.466,4.466,2311000,2011,3,1,0.5402971634398845,4.6770000000000005,0.18295712706759862
2011-03-25,4.486,4.6,4.48,4.55,4.55,2840000,2011,3,1,1.880877742946696,4.673866666666667,0.18434146227217987
2011-03-28,4.54,4.708,4.51,4.65,4.65,5290500,2011,3,1,2.197802197802212,4.673866666666667,0.18434146227217987
2011-03-29,4.66,4.8,4.642,4.784,4.784,3777000,2011,3,1,2.881720430107504,4.679466666666666,0.18507328154066902
2011-03-30,4.822,4.898,4.602,4.742,4.742,6116500,2011,3,1,-0.8779264214046734,4.685266666666666,0.18418392856118515
2011-03-31,5.31,5.742,5.3,5.55,5.55,57589000,2011,3,1,17.039223956136638,4.7054,0.2386318185565122
2011-04-01,5.49,5.636,5.314,5.332,5.332,14324000,2011,4,2,-3.927927927927932,4.7258000000000004,0.2646623613535619
2011-04-04,5.366,5.4,5.046,5.166,5.166,13046500,2011,4,2,-3.113278319579882,4.7434666666666665,0.27591149672130477
2011-04-05,5.18,5.4,5.138,5.34,5.34,15904500,2011,4,2,3.3681765389082408,4.775666666666666,0.2874338704555531
2011-04-06,5.398,5.402,5.16,5.298,5.298,6441500,2011,4,2,-0.786516853932584,4.806733333333333,0.2919600744236676
2011-04-07,5.37,5.588,5.29,5.448,5.448,14051500,2011,4,2,2.8312570781427127,4.838133333333333,0.30867813091592594
2011-04-08,5.516,5.52,5.272,5.298,5.298,9732000,2011,4,2,-2.753303964757714,4.857333333333333,0.3189484158199026
2011-04-11,5.294,5.306,5.004,5.054,5.054,6847000,2011,4,2,-4.605511513778781,4.866533333333334,0.3205576749798829
2011-04-12,5.016,5.042,4.86,4.93,4.93,6787000,2011,4,2,-2.4535021764938825,4.871266666666667,0.32040641576655476
2011-04-13,5.026,5.138,4.962,4.986,4.986,6057500,2011,4,2,1.1359026369168301,4.8773333333333335,0.3208116144313132
2011-04-14,4.974,5.056,4.84,5.028,5.028,4917000,2011,4,2,0.8423586040914532,4.882533333333333,0.32198433602223686
2011-04-15,5.13,5.236,5.082,5.116,5.116,4717500,2011,4,2,1.7501988862370643,4.886733333333334,0.32424830133640303
2011-04-18,5.026,5.124,4.872,5.006,5.006,5169500,2011,4,2,-2.1501172791243084,4.887333333333333,0.32445873584227997
2011-04-19,5.052,5.052,4.93,5.032,5.032,2743500,2011,4,2,0.5193767479025224,4.890666666666666,0.32544561845985154
2011-04-20,5.14,5.218,5.06,5.15,5.15,4186000,2011,4,2,2.344992050874417,4.897533333333333,0.3287660035001702
2011-04-21,5.17,5.396,5.118,5.348,5.348,6930500,2011,4,2,3.844660194174754,4.915733333333334,0.33827054397263584
2011-04-25,5.34,5.346,5.194,5.278,5.278,4004500,2011,4,2,-1.3089005235602191,4.9312000000000005,0.3440174815125093
2011-04-26,5.332,5.45,5.262,5.386,5.386,7000000,2011,4,2,2.046229632436547,4.955733333333333,0.34947279834289263
2011-04-27,5.386,5.472,5.326,5.416,5.416,4984500,2011,4,2,0.5569996286669099,4.983266666666666,0.3521925348572829
2011-04-28,5.414,5.538,5.344,5.532,5.532,8000000,2011,4,2,2.1418020679468075,5.015533333333334,0.3567689035982758
2011-04-29,5.538,5.574,5.484,5.52,5.52,3630000,2011,4,2,-0.2169197396963196,5.047466666666666,0.3576474601435466
2011-05-02,5.52,5.56,5.412,5.49,5.49,3923000,2011,5,2,-0.5434782608695565,5.0774,0.35578689863650514
2011-05-03,5.476,5.478,5.3,5.374,5.374,4569500,2011,5,2,-2.1129326047358954,5.1049999999999995,0.3450975873975213
2011-05-04,5.356,5.4,5.15,5.338,5.338,5222500,2011,5,2,-0.6698920729438007,5.135000000000001,0.32356196443276525
2011-05-05,5.44,5.488,5.234,5.288,5.288,6092500,2011,5,2,-0.9366804046459287,5.1632,0.2968443688371887
2011-05-06,5.38,5.54,5.324,5.424,5.424,4908500,2011,5,2,2.571860816944027,5.195133333333334,0.26952816158068127
2011-05-09,5.4,5.6,5.37,5.582,5.582,4582000,2011,5,2,2.9129793510324298,5.229533333333333,0.24946048451275402
2011-05-10,5.648,5.79,5.582,5.666,5.666,7676500,2011,5,2,1.5048369759942837,5.2634,0.23671029871394772
2011-05-11,5.64,5.66,5.384,5.414,5.414,4812500,2011,5,2,-4.4475820684786616,5.284400000000001,0.22007421945555253
2011-05-12,5.414,5.548,5.33,5.534,5.534,3140000,2011,5,2,2.216475803472484,5.3108,0.19928672810803388
2011-05-13,5.6,5.638,5.46,5.51,5.51,3307500,2011,5,2,-0.4336826888326706,5.309466666666666,0.19775912435175583
2011-05-16,5.598,5.598,5.31,5.32,5.32,3778500,2011,5,2,-3.4482758620689613,5.309066666666667,0.19772410826328476
2011-05-17,5.4,5.4,5.144,5.192,5.192,6171000,2011,5,2,-2.4060150375939893,5.309933333333333,0.197131486547713
2011-05-18,5.22,5.294,5.104,5.27,5.27,3647500,2011,5,2,1.5023112480739398,5.3076,0.1971776024211602
